# generated_by='OpenQuake engine 3.6.0', start_date='2019-08-09T12:05:25', checksum=2883584795, kind='mean', investigation_time=50.0, imt='SA(0.2)'
lon,lat,depth,poe-0.0001000,poe-0.0003000,poe-0.0005000,poe-0.0007000,poe-0.0010000,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000,poe-2.5000000
116.76000,-31.88000,0.00000,9.997228E-01,9.993672E-01,9.986470E-01,9.975364E-01,9.951477E-01,9.610479E-01,9.053604E-01,8.400058E-01,7.475872E-01,6.329399E-01,5.060999E-01,3.825559E-01,2.752230E-01,1.889493E-01,1.252738E-01,8.111838E-02,5.079411E-02,3.147416E-02,1.920402E-02,1.152880E-02,6.758716E-03,3.867767E-03,2.140286E-03,1.149124E-03,5.823443E-04,4.134067E-04
