lon	lat	mag	poe : poe 0.1
148.7	-36.3	4.75	0.0395304
148.7	-36.3	5.25	0.0156233
148.7	-36.3	5.75	0.00479994

lon	lat	mag	poe : poe 0.02
148.7	-36.3	5.25	0.0040767
148.7	-36.3	4.75	0.00358936
148.7	-36.3	5.75	0.00256884lon	lat	mag	poe
148.7	-36.3	4.75	0.0395304
148.7	-36.3	5.25	0.0156233
148.7	-36.3	5.75	0.00479994

lon	lat	mag	poe
148.7	-36.3	5.25	0.0040767
148.7	-36.3	4.75	0.00358936
148.7	-36.3	5.75	0.00256884

