# generated_by='OpenQuake engine 3.6.0', start_date='2019-08-13T10:29:23', checksum=3535471410, kind='mean', investigation_time=50.0, imt='SA(0.2)'
lon,lat,depth,poe-0.0001000,poe-0.0003000,poe-0.0005000,poe-0.0007000,poe-0.0010000,poe-0.0030000,poe-0.0050000,poe-0.0070000,poe-0.0098000,poe-0.0137000,poe-0.0192000,poe-0.0269000,poe-0.0376000,poe-0.0527000,poe-0.0738000,poe-0.1030000,poe-0.1450000,poe-0.2030000,poe-0.2840000,poe-0.3970000,poe-0.5560000,poe-0.7780000,poe-1.0900000,poe-1.5200000,poe-2.1300000,poe-2.5000000
116.76000,-31.88000,0.00000,9.998157E-01,9.996958E-01,9.994931E-01,9.991950E-01,9.985203E-01,9.827240E-01,9.443423E-01,8.906768E-01,8.064387E-01,6.932025E-01,5.599539E-01,4.244960E-01,3.040107E-01,2.065359E-01,1.350574E-01,8.619338E-02,5.323115E-02,3.260082E-02,1.969504E-02,1.171748E-02,6.805490E-03,3.854418E-03,2.109043E-03,1.120924E-03,5.646518E-04,4.008197E-04
