# smlt_path='b15', gsimlt_path='AtkinsonBoore2006Modified2011_@_AtkinsonBoore2003SSlab', imt='SA', investigation_time=50.0, lon=130.83000000000004, lat=-12.45, poe='0.0200000', iml='1.0072316e-01'
mag,dist,eps,poe
4.50000E+00,1.00000E+01,-2.40000E+00,0.00000E+00
4.50000E+00,1.00000E+01,-1.20000E+00,6.63529E-06
4.50000E+00,1.00000E+01,-2.22045E-16,1.53676E-04
4.50000E+00,1.00000E+01,1.20000E+00,2.17309E-04
4.50000E+00,1.00000E+01,2.40000E+00,5.79409E-05
4.50000E+00,3.00000E+01,-2.40000E+00,0.00000E+00
4.50000E+00,3.00000E+01,-1.20000E+00,0.00000E+00
4.50000E+00,3.00000E+01,-2.22045E-16,0.00000E+00
4.50000E+00,3.00000E+01,1.20000E+00,2.06236E-06
4.50000E+00,3.00000E+01,2.40000E+00,3.29975E-05
4.50000E+00,5.00000E+01,-2.40000E+00,0.00000E+00
4.50000E+00,5.00000E+01,-1.20000E+00,0.00000E+00
4.50000E+00,5.00000E+01,-2.22045E-16,0.00000E+00
4.50000E+00,5.00000E+01,1.20000E+00,0.00000E+00
4.50000E+00,5.00000E+01,2.40000E+00,0.00000E+00
4.50000E+00,7.00000E+01,-2.40000E+00,0.00000E+00
4.50000E+00,7.00000E+01,-1.20000E+00,0.00000E+00
4.50000E+00,7.00000E+01,-2.22045E-16,0.00000E+00
4.50000E+00,7.00000E+01,1.20000E+00,0.00000E+00
4.50000E+00,7.00000E+01,2.40000E+00,0.00000E+00
4.50000E+00,9.00000E+01,-2.40000E+00,0.00000E+00
4.50000E+00,9.00000E+01,-1.20000E+00,0.00000E+00
4.50000E+00,9.00000E+01,-2.22045E-16,0.00000E+00
4.50000E+00,9.00000E+01,1.20000E+00,0.00000E+00
4.50000E+00,9.00000E+01,2.40000E+00,0.00000E+00
4.50000E+00,1.10000E+02,-2.40000E+00,0.00000E+00
4.50000E+00,1.10000E+02,-1.20000E+00,0.00000E+00
4.50000E+00,1.10000E+02,-2.22045E-16,0.00000E+00
4.50000E+00,1.10000E+02,1.20000E+00,0.00000E+00
4.50000E+00,1.10000E+02,2.40000E+00,0.00000E+00
4.50000E+00,1.30000E+02,-2.40000E+00,0.00000E+00
4.50000E+00,1.30000E+02,-1.20000E+00,0.00000E+00
4.50000E+00,1.30000E+02,-2.22045E-16,0.00000E+00
4.50000E+00,1.30000E+02,1.20000E+00,0.00000E+00
4.50000E+00,1.30000E+02,2.40000E+00,0.00000E+00
4.50000E+00,1.50000E+02,-2.40000E+00,0.00000E+00
4.50000E+00,1.50000E+02,-1.20000E+00,0.00000E+00
4.50000E+00,1.50000E+02,-2.22045E-16,0.00000E+00
4.50000E+00,1.50000E+02,1.20000E+00,0.00000E+00
4.50000E+00,1.50000E+02,2.40000E+00,0.00000E+00
4.50000E+00,1.70000E+02,-2.40000E+00,0.00000E+00
4.50000E+00,1.70000E+02,-1.20000E+00,0.00000E+00
4.50000E+00,1.70000E+02,-2.22045E-16,0.00000E+00
4.50000E+00,1.70000E+02,1.20000E+00,0.00000E+00
4.50000E+00,1.70000E+02,2.40000E+00,0.00000E+00
4.50000E+00,1.90000E+02,-2.40000E+00,0.00000E+00
