# mean, investigation_time=50.0, imt="PGA", checksum=2929892863
lon,lat,depth,poe-0.0001,poe-0.0003,poe-0.0005,poe-0.0007,poe-0.001,poe-0.003,poe-0.005,poe-0.007,poe-0.0098,poe-0.0137,poe-0.0192,poe-0.0269,poe-0.0376,poe-0.0527,poe-0.0738,poe-0.103,poe-0.145,poe-0.203,poe-0.284,poe-0.397,poe-0.556,poe-0.778,poe-1.09,poe-1.52,poe-2.13,poe-2.5
149.10001,-35.30000,0.00000,9.578961E-01,9.069873E-01,8.640014E-01,8.281790E-01,7.834522E-01,5.970631E-01,4.824307E-01,4.006217E-01,3.203448E-01,2.478588E-01,1.860173E-01,1.363947E-01,9.809702E-02,6.884126E-02,4.722349E-02,3.167428E-02,2.038863E-02,1.276009E-02,7.676973E-03,4.413763E-03,2.396747E-03,1.226464E-03,5.849676E-04,2.614506E-04,1.058146E-04,6.653842E-05
