# smlt_path='b12', gsimlt_path='@_Allen2012_@', imt='SA', investigation_time=50.0, lon=146.39999999999998, lat=-38.23, poe='0.0200000', iml='7.2789373e-01'
mag,lon,lat,poe
1.41900E+02,-4.19000E+01,4.75000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,5.25000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,5.75000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,6.25000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,6.75000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,7.25000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,7.75000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,8.25000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,8.75000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,9.25000E+00,0.00000E+00
1.41900E+02,-4.19000E+01,9.75000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,4.75000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,5.25000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,5.75000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,6.25000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,6.75000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,7.25000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,7.75000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,8.25000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,8.75000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,9.25000E+00,0.00000E+00
1.41900E+02,-4.17000E+01,9.75000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,4.75000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,5.25000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,5.75000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,6.25000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,6.75000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,7.25000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,7.75000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,8.25000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,8.75000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,9.25000E+00,0.00000E+00
1.41900E+02,-4.15000E+01,9.75000E+00,0.00000E+00
1.41900E+02,-4.13000E+01,4.75000E+00,0.00000E+00
1.41900E+02,-4.13000E+01,5.25000E+00,0.00000E+00
