# smlt_path=b1,gsimlt_path=b12_b22_b32_@_@_@_@,imt=SA,investigation_time=50.0,sa_period=1.0,sa_damping=5.0,lon=-132.8,lat=53.45,poe=0.02,iml=1.067193
Dist,poe
10.0,0.0181805
30.0,0.0003982452
50.0,1.391119e-05
70.0,0.0
90.0,0.0
110.0,0.0
130.0,0.0
150.0,0.0
170.0,0.0
190.0,0.0
