Source: USGS DYFI
4.0	-37.29	142.883	Unknown
2.0	-35.3286	143.5348	Unknown
3.6	-37.0449	143.683	Unknown
2.6	-37.591	143.8854	Unknown
3.3	-37.0593	144.2446	Unknown
3.1	-36.7891	144.2543	Unknown
3.3	-38.1423	144.3184	Unknown
3.0	-38.1448	144.4324	Unknown
2.9	-38.0548	144.4355	Unknown
3.3	-37.6946	144.448	Unknown
3.7	-38.2373	144.5434	Unknown
3.4	-38.1472	144.5464	Unknown
3.6	-37.6971	144.5614	Unknown
3.9	-37.6093	144.6775	Unknown
3.3	-37.4291	144.6831	Unknown
3.2	-36.1681	144.7208	Unknown
3.8	-37.8837	144.8963	Unknown
3.0	-37.7936	144.8988	Unknown
3.5	-37.7035	144.9014	Unknown
2.0	-35.5414	144.9592	Unknown
3.4	-37.9757	145.0075	Unknown
3.3	-37.8857	145.01	Unknown
3.3	-37.7956	145.0123	Unknown
3.6	-37.7055	145.0147	Unknown
3.4	-37.6154	145.0172	Unknown
3.4	-36.3542	145.0496	Unknown
3.1	-38.2478	145.1144	Unknown
3.2	-38.1578	145.1167	Unknown
4.1	-38.0677	145.119	Unknown
3.2	-37.9776	145.1213	Unknown
3.2	-37.8876	145.1236	Unknown
3.3	-37.7974	145.1259	Unknown
3.4	-37.7074	145.1282	Unknown
2.9	-37.6173	145.1304	Unknown
3.7	-38.3397	145.2264	Unknown
3.1	-38.2497	145.2286	Unknown
3.2	-38.1595	145.2308	Unknown
3.8	-38.0695	145.233	Unknown
3.9	-37.9794	145.2351	Unknown
3.4	-37.8893	145.2373	Unknown
3.2	-37.7992	145.2394	Unknown
3.8	-38.0712	145.3469	Unknown
3.3	-37.981	145.3489	Unknown
3.4	-37.891	145.351	Unknown
3.6	-37.8008	145.3529	Unknown
3.0	-38.0727	145.4608	Unknown
4.0	-37.6222	145.4702	Unknown
4.1	-38.6147	145.5642	Unknown
3.3	-37.8038	145.58	Unknown
3.4	-38.6161	145.6791	Unknown
4.3	-37.7151	145.6952	Unknown
4.7	-38.1679	145.9154	Unknown
3.7	-36.5457	145.9386	Unknown
3.6	-38.2599	146.1427	Unknown
5.9	-38.1706	146.2579	Unknown
4.7	-38.2614	146.3713	Unknown
3.7	-38.1718	146.4862	Unknown
3.4	-36.0995	146.8333	Unknown
3.2	-36.0996	146.9444	Unknown
3.6	-36.0095	146.9445	Unknown
4.0	-38.0828	147.057	Unknown
3.8	-37.8107	147.6248	Unknown
3.3	-37.8986	147.9667	Unknown
3.4	-35.2815	148.2645	Unknown
3.4	-35.3286	150.4652	Unknown
2.0	-34.4155	150.862	Unknown
2.7	-33.8651	151.161	Unknown
2.7	-25.2434	152.9013	Unknown
