# mean, investigation_time=50.0, imt="PGA", checksum=2061016648
lon,lat,depth,poe-0.0001,poe-0.0003,poe-0.0005,poe-0.0007,poe-0.001,poe-0.003,poe-0.005,poe-0.007,poe-0.0098,poe-0.0137,poe-0.0192,poe-0.0269,poe-0.0376,poe-0.0527,poe-0.0738,poe-0.103,poe-0.145,poe-0.203,poe-0.284,poe-0.397,poe-0.556,poe-0.778,poe-1.09,poe-1.52,poe-2.13,poe-2.5
149.13000,-35.30000,0.00000,9.575773E-01,9.065672E-01,8.635753E-01,8.277768E-01,7.830971E-01,5.968250E-01,4.820697E-01,4.001258E-01,3.197437E-01,2.472344E-01,1.854653E-01,1.359915E-01,9.788690E-02,6.883900E-02,4.741008E-02,3.200103E-02,2.079095E-02,1.316623E-02,8.029317E-03,4.679339E-03,2.569910E-03,1.323597E-03,6.315702E-04,2.802789E-04,1.119094E-04,6.968512E-05
